accs
19.3
34.1
40.7
46.4
48.8
50.1
53.7
55.2
57.2
60.8
62.9
62.7
64.7
64.7
67.6
45.35
49.05
52.4
57.2
57.45
59.05
60.2
61.6
60.95
59.65
60.65
61.15
60.7
61.05
60.1
47.266666666666666
50.733333333333334
51.93333333333332
52.733333333333334
55.76666666666667
55.233333333333334
56.60000000000001
56.666666666666664
57.13333333333334
56.56666666666666
57.33333333333333
56.59999999999999
56.466666666666654
56.93333333333334
54.833333333333314
47.15
49.55
51.825
52.0
53.225
53.775
54.675
54.575
54.175
53.525
54.725
55.325
54.4
54.275
54.95
49.26
51.64
52.81999999999999
53.019999999999996
53.239999999999995
52.919999999999995
52.739999999999995
52.56
52.459999999999994
52.239999999999995
52.25999999999999
51.52
51.120000000000005
50.760000000000005
52.54
48.466666666666654
49.416666666666664
50.3
50.5
51.16666666666667
52.233333333333334
51.983333333333334
52.18333333333334
52.383333333333326
53.05
52.483333333333334
51.80000000000001
51.733333333333334
51.71666666666666
50.33333333333334
47.357142857142854
47.62857142857142
47.88571428571428
48.628571428571426
49.0
48.57142857142857
49.25714285714286
48.57142857142857
48.68571428571429
48.67142857142857
48.857142857142854
48.25714285714286
48.87142857142858
48.81428571428572
48.628571428571426
46.275
47.1375
47.825
47.8875
47.2875
47.5125
47.525
47.9875
47.7125
47.65
47.6625
47.7125
47.4375
47.2625
46.975
45.23333333333333
46.12222222222222
46.88888888888889
47.92222222222222
47.82222222222222
48.11111111111111
47.855555555555554
47.077777777777776
47.03333333333333
46.5
46.333333333333336
46.055555555555564
45.91111111111112
46.58888888888889
46.02222222222222
44.17
44.97000000000001
45.28
45.64
46.57000000000001
47.12
46.89
46.2
45.89
46.00000000000001
45.77
45.84
45.58
44.800000000000004
44.42999999999999
