accs
25.3
35.7
43.6
49.1
54.1
56.1
61.1
64.0
67.0
67.7
70.2
69.7
70.2
70.0
71.8
48.0
52.65
56.6
59.8
61.6
62.25
62.0
63.05
63.2
62.8
62.3
62.65
62.95
63.5
62.25
51.56666666666665
53.26666666666665
56.23333333333332
58.99999999999999
59.43333333333333
60.66666666666666
61.33333333333333
61.00000000000001
60.93333333333333
60.83333333333334
59.93333333333334
60.26666666666668
60.26666666666669
59.73333333333334
59.900000000000006
52.775
56.75
58.65
59.075
59.325
59.35
59.35
58.95
59.125
59.525
58.675
58.1
58.0
57.7
57.575
52.0
55.58
55.88
55.82
56.3
56.16
57.06
56.94
57.58
57.1
57.48
56.74
55.98
56.46
56.86
52.066666666666656
53.55
54.70000000000001
55.55000000000001
55.35000000000001
55.31666666666666
55.56666666666666
55.48333333333334
55.7
55.56666666666666
55.883333333333326
55.41666666666666
55.14999999999999
54.883333333333326
55.18333333333333
51.4
51.98571428571428
53.21428571428571
53.97142857142857
54.5
55.01428571428572
54.88571428571429
54.88571428571429
54.82857142857143
54.357142857142854
54.41428571428571
53.7
53.72857142857143
53.48571428571429
52.100000000000016
49.3375
51.025
51.75
51.8125
51.675
51.9375
52.0375
52.5
51.775
51.2875
50.875
51.2125
51.05
50.7125
50.3875
47.66666666666667
47.78888888888889
49.022222222222226
49.38888888888889
49.01111111111111
49.15555555555555
49.26666666666667
49.2
49.06666666666666
48.822222222222216
48.85555555555555
48.31111111111111
48.06666666666666
48.18888888888889
47.61111111111111
46.03
47.77
48.01
47.99
48.25
48.45
48.69
48.03
47.94
48.02
47.64
47.14
47.22
46.98
47.28
