accs
18.6
27.6
37.3
42.0
44.7
49.5
52.0
53.6
55.7
58.1
58.4
59.7
60.1
60.0
63.5
43.6
49.35
51.9
55.6
57.1
57.3
57.25
58.25
58.2
58.7
59.2
58.05
58.45
58.85
60.1
48.93333333333334
52.6
53.13333333333334
54.36666666666666
56.03333333333334
55.56666666666666
56.033333333333324
58.03333333333334
56.93333333333332
57.23333333333333
57.89999999999999
57.466666666666676
58.2
59.03333333333334
55.16666666666667
48.025
50.975
51.15
52.425
52.225
52.8
52.5
52.225
53.6
55.075
53.175
53.9
52.675
53.4
52.9
46.480000000000004
48.980000000000004
50.14
51.620000000000005
51.92
52.480000000000004
51.8
51.339999999999996
51.7
52.52
52.3
51.44
51.260000000000005
51.39999999999999
52.34000000000001
48.0
48.53333333333333
49.08333333333333
49.3
50.99999999999999
50.53333333333333
50.383333333333326
49.766666666666666
50.28333333333333
50.43333333333333
50.18333333333333
50.18333333333334
50.45
49.78333333333333
48.88333333333333
45.67142857142858
47.68571428571429
47.75714285714286
47.82857142857143
48.97142857142857
48.95714285714286
49.01428571428571
49.099999999999994
48.75714285714285
48.58571428571429
47.9
47.84285714285714
48.41428571428571
48.3
47.27142857142858
43.7375
45.3
45.6625
45.525
46.35
46.9
46.725
46.4875
46.9625
46.95
46.3375
45.5875
46.05
45.2875
46.5
44.10000000000001
44.166666666666664
44.82222222222224
45.60000000000001
45.60000000000001
45.733333333333334
45.144444444444446
45.58888888888889
45.96666666666667
45.233333333333334
45.12222222222222
45.71111111111111
46.13333333333333
46.15555555555555
45.26666666666667
42.86
44.199999999999996
44.51
44.46999999999999
44.37
44.660000000000004
44.480000000000004
45.17
44.730000000000004
44.989999999999995
45.38
45.589999999999996
45.46999999999999
45.25
43.09
